C:\AI\TrainRTX5070_60min\train.py:90: UserWarning: expandable_segments not supported on this platform (Triggered internally at C:\actions-runner\_work\pytorch\pytorch\pytorch\c10/cuda/CUDAAllocatorConfig.h:39.)
  a = torch.randn(n, n, device=device, dtype=dtype)
W0326 11:49:43.580000 29908 .venv\Lib\site-packages\torch\distributed\elastic\multiprocessing\redirects.py:29] NOTE: Redirects are currently not supported in Windows or MacOs.
torch.compile enabled.
Using PyTorch SDPA attention backend.
GPU: NVIDIA GeForce RTX 5070
GPU VRAM: 11.9 GB
GPU CC: 12.0
GPU profile: blackwell-10-15gb
Consumer matrix support: yes
TF32: enabled
AMP dtype: torch.bfloat16
GPU peak FLOPS: 64.2 TFLOPS (torch.bfloat16, measured)
Vocab size: 50,257
Dataset: climbmix
Attention backend: sdpa
torch.compile: enabled
Trying train candidate: batch_size=4, activation_checkpointing=enabled
Model config: {'sequence_len': 2048, 'vocab_size': 50257, 'n_layer': 16, 'n_head': 6, 'n_kv_head': 6, 'n_embd': 768, 'window_pattern': 'SSSL', 'short_window': 256, 'attention_backend': 'sdpa', 'use_activation_checkpointing': True, 'compute_dtype': torch.bfloat16}
Parameter counts:
  wte                     : 38,597,376
  value_emb               : 38,597,376
  lm_head                 : 38,597,376
  transformer_matrices    : 113,247,360
  scalars                 : 32
  total                   : 229,039,520
Estimated FLOPs per token: 1.014877e+09
Scaling AdamW LRs by 1/sqrt(768/768) = 1.000000
MXFP8 cuBLAS training enabled (skipped layers with dims not divisible by 32)
Time budget: 3600s
Gradient accumulation steps: 16

step 00000 (0.0%) | loss: 10.825375 | lrm: 0.00 | dt: 145372ms | tok/sec: 901 | mfu: 1.4% | epoch: 1 | remaining: 3600s    
step 00001 (0.0%) | loss: 10.825907 | lrm: 0.00 | dt: 2605ms | tok/sec: 50,324 | mfu: 79.6% | epoch: 1 | remaining: 3600s    
step 00002 (0.0%) | loss: 10.825649 | lrm: 0.00 | dt: 2552ms | tok/sec: 51,365 | mfu: 81.2% | epoch: 1 | remaining: 3600s    
step 00003 (0.0%) | loss: 10.825500 | lrm: 0.00 | dt: 2535ms | tok/sec: 51,712 | mfu: 81.8% | epoch: 1 | remaining: 3600s    
step 00004 (0.0%) | loss: 10.825653 | lrm: 0.00 | dt: 2506ms | tok/sec: 52,312 | mfu: 82.7% | epoch: 1 | remaining: 3600s    
step 00005 (0.0%) | loss: 10.825556 | lrm: 0.00 | dt: 2510ms | tok/sec: 52,222 | mfu: 82.6% | epoch: 1 | remaining: 3600s    
step 00006 (0.0%) | loss: 10.825661 | lrm: 0.00 | dt: 2499ms | tok/sec: 52,447 | mfu: 82.9% | epoch: 1 | remaining: 3600s    
step 00007 (0.0%) | loss: 10.825645 | lrm: 0.00 | dt: 2505ms | tok/sec: 52,317 | mfu: 82.7% | epoch: 1 | remaining: 3600s    
step 00008 (0.0%) | loss: 10.825635 | lrm: 0.00 | dt: 2503ms | tok/sec: 52,370 | mfu: 82.8% | epoch: 1 | remaining: 3600s    
step 00009 (0.0%) | loss: 10.825606 | lrm: 0.00 | dt: 2504ms | tok/sec: 52,348 | mfu: 82.8% | epoch: 1 | remaining: 3600s    
step 00010 (0.0%) | loss: 10.825648 | lrm: 0.00 | dt: 2506ms | tok/sec: 52,303 | mfu: 82.7% | epoch: 1 | remaining: 3600s    
step 00011 (0.0%) | loss: 10.825783 | lrm: 0.00 | dt: 2505ms | tok/sec: 52,318 | mfu: 82.7% | epoch: 1 | remaining: 3597s    
step 00012 (0.1%) | loss: 10.825690 | lrm: 0.01 | dt: 2505ms | tok/sec: 52,326 | mfu: 82.7% | epoch: 1 | remaining: 3595s    
step 00013 (0.1%) | loss: 10.818750 | lrm: 0.03 | dt: 2511ms | tok/sec: 52,202 | mfu: 82.5% | epoch: 1 | remaining: 3592s    
step 00014 (0.2%) | loss: 10.807819 | lrm: 0.04 | dt: 2509ms | tok/sec: 52,232 | mfu: 82.6% | epoch: 1 | remaining: 3590s    
step 00015 (0.3%) | loss: 10.791100 | lrm: 0.06 | dt: 2507ms | tok/sec: 52,288 | mfu: 82.7% | epoch: 1 | remaining: 3587s    
step 00016 (0.3%) | loss: 10.757933 | lrm: 0.07 | dt: 2510ms | tok/sec: 52,218 | mfu: 82.6% | epoch: 1 | remaining: 3585s    
step 00017 (0.4%) | loss: 10.703089 | lrm: 0.08 | dt: 2538ms | tok/sec: 51,639 | mfu: 81.6% | epoch: 1 | remaining: 3582s    
step 00018 (0.5%) | loss: 10.629301 | lrm: 0.10 | dt: 2512ms | tok/sec: 52,187 | mfu: 82.5% | epoch: 1 | remaining: 3580s    
step 00019 (0.6%) | loss: 10.530560 | lrm: 0.11 | dt: 2540ms | tok/sec: 51,603 | mfu: 81.6% | epoch: 1 | remaining: 3577s    
step 00020 (0.6%) | loss: 10.400794 | lrm: 0.13 | dt: 2527ms | tok/sec: 51,866 | mfu: 82.0% | epoch: 1 | remaining: 3575s    
step 00021 (0.7%) | loss: 10.253161 | lrm: 0.14 | dt: 2492ms | tok/sec: 52,605 | mfu: 83.2% | epoch: 1 | remaining: 3572s    
step 00022 (0.8%) | loss: 10.090406 | lrm: 0.15 | dt: 2519ms | tok/sec: 52,037 | mfu: 82.3% | epoch: 1 | remaining: 3570s    
step 00023 (0.8%) | loss: 9.916471 | lrm: 0.17 | dt: 2551ms | tok/sec: 51,383 | mfu: 81.2% | epoch: 1 | remaining: 3567s    
step 00024 (0.9%) | loss: 9.740161 | lrm: 0.18 | dt: 2514ms | tok/sec: 52,144 | mfu: 82.4% | epoch: 1 | remaining: 3565s    
step 00025 (1.0%) | loss: 9.549017 | lrm: 0.20 | dt: 2517ms | tok/sec: 52,078 | mfu: 82.3% | epoch: 1 | remaining: 3562s    
step 00026 (1.0%) | loss: 9.363525 | lrm: 0.21 | dt: 2519ms | tok/sec: 52,031 | mfu: 82.3% | epoch: 1 | remaining: 3560s    
step 00027 (1.1%) | loss: 9.156069 | lrm: 0.22 | dt: 2518ms | tok/sec: 52,045 | mfu: 82.3% | epoch: 1 | remaining: 3557s    
step 00028 (1.2%) | loss: 9.001998 | lrm: 0.24 | dt: 2521ms | tok/sec: 51,989 | mfu: 82.2% | epoch: 1 | remaining: 3555s    
step 00029 (1.3%) | loss: 8.816916 | lrm: 0.25 | dt: 2520ms | tok/sec: 52,005 | mfu: 82.2% | epoch: 1 | remaining: 3552s    
step 00030 (1.3%) | loss: 8.690589 | lrm: 0.27 | dt: 2552ms | tok/sec: 51,358 | mfu: 81.2% | epoch: 1 | remaining: 3550s    
step 00031 (1.4%) | loss: 8.516845 | lrm: 0.28 | dt: 2533ms | tok/sec: 51,750 | mfu: 81.8% | epoch: 1 | remaining: 3547s    
step 00073 (4.4%) | loss: 5.297728 | lrm: 0.87 | dt: 2570ms | tok/sec: 50,997 | mfu: 80.6% | epoch: 1 | remaining: 3440s    
step 00074 (4.4%) | loss: 5.253003 | lrm: 0.89 | dt: 2568ms | tok/sec: 51,038 | mfu: 80.7% | epoch: 1 | remaining: 3438s    
step 00075 (4.5%) | loss: 5.220543 | lrm: 0.90 | dt: 2563ms | tok/sec: 51,134 | mfu: 80.8% | epoch: 1 | remaining: 3435s    
step 00076 (4.6%) | loss: 5.136708 | lrm: 0.92 | dt: 2568ms | tok/sec: 51,045 | mfu: 80.7% | epoch: 1 | remaining: 3433s    
step 00077 (4.7%) | loss: 5.132001 | lrm: 0.93 | dt: 2577ms | tok/sec: 50,854 | mfu: 80.4% | epoch: 1 | remaining: 3430s    
step 00078 (4.7%) | loss: 5.088664 | lrm: 0.94 | dt: 2576ms | tok/sec: 50,884 | mfu: 80.4% | epoch: 1 | remaining: 3427s    
step 00079 (4.8%) | loss: 5.118818 | lrm: 0.96 | dt: 2553ms | tok/sec: 51,334 | mfu: 81.2% | epoch: 1 | remaining: 3425s    
step 00080 (4.9%) | loss: 5.048939 | lrm: 0.97 | dt: 2583ms | tok/sec: 50,753 | mfu: 80.2% | epoch: 1 | remaining: 3422s    
step 00081 (4.9%) | loss: 5.073729 | lrm: 0.99 | dt: 2570ms | tok/sec: 51,008 | mfu: 80.6% | epoch: 1 | remaining: 3420s    
step 00082 (5.0%) | loss: 5.063644 | lrm: 1.00 | dt: 2577ms | tok/sec: 50,856 | mfu: 80.4% | epoch: 1 | remaining: 3417s    
step 00083 (5.1%) | loss: 5.085336 | lrm: 1.00 | dt: 2602ms | tok/sec: 50,380 | mfu: 79.7% | epoch: 1 | remaining: 3414s    
step 00084 (5.2%) | loss: 4.998756 | lrm: 1.00 | dt: 2595ms | tok/sec: 50,512 | mfu: 79.9% | epoch: 1 | remaining: 3412s    
step 00085 (5.2%) | loss: 4.947502 | lrm: 1.00 | dt: 2573ms | tok/sec: 50,937 | mfu: 80.5% | epoch: 1 | remaining: 3409s    
step 00086 (5.3%) | loss: 5.016549 | lrm: 1.00 | dt: 2577ms | tok/sec: 50,862 | mfu: 80.4% | epoch: 1 | remaining: 3407s    
step 00087 (5.4%) | loss: 4.909686 | lrm: 1.00 | dt: 2585ms | tok/sec: 50,702 | mfu: 80.2% | epoch: 1 | remaining: 3404s    
step 00088 (5.4%) | loss: 4.804498 | lrm: 1.00 | dt: 2574ms | tok/sec: 50,926 | mfu: 80.5% | epoch: 1 | remaining: 3402s    
step 00089 (5.5%) | loss: 4.884909 | lrm: 1.00 | dt: 2564ms | tok/sec: 51,114 | mfu: 80.8% | epoch: 1 | remaining: 3399s    
step 00090 (5.6%) | loss: 4.849027 | lrm: 1.00 | dt: 2570ms | tok/sec: 51,006 | mfu: 80.6% | epoch: 1 | remaining: 3396s    
step 00091 (5.7%) | loss: 4.821733 | lrm: 1.00 | dt: 2569ms | tok/sec: 51,029 | mfu: 80.7% | epoch: 1 | remaining: 3394s    
step 00092 (5.7%) | loss: 4.717466 | lrm: 1.00 | dt: 2567ms | tok/sec: 51,054 | mfu: 80.7% | epoch: 1 | remaining: 3391s    
step 00093 (5.8%) | loss: 4.749525 | lrm: 1.00 | dt: 2589ms | tok/sec: 50,632 | mfu: 80.0% | epoch: 1 | remaining: 3389s    
step 00094 (5.9%) | loss: 4.764200 | lrm: 1.00 | dt: 2580ms | tok/sec: 50,798 | mfu: 80.3% | epoch: 1 | remaining: 3386s    
step 00095 (5.9%) | loss: 4.711025 | lrm: 1.00 | dt: 2591ms | tok/sec: 50,594 | mfu: 80.0% | epoch: 1 | remaining: 3384s    
step 00096 (6.0%) | loss: 4.738790 | lrm: 1.00 | dt: 2579ms | tok/sec: 50,820 | mfu: 80.3% | epoch: 1 | remaining: 3381s    
step 00097 (6.1%) | loss: 4.612391 | lrm: 1.00 | dt: 2564ms | tok/sec: 51,116 | mfu: 80.8% | epoch: 1 | remaining: 3378s    
step 00098 (6.2%) | loss: 4.579681 | lrm: 1.00 | dt: 2567ms | tok/sec: 51,060 | mfu: 80.7% | epoch: 1 | remaining: 3376s    
step 00099 (6.2%) | loss: 4.529521 | lrm: 1.00 | dt: 2570ms | tok/sec: 51,004 | mfu: 80.6% | epoch: 1 | remaining: 3373s    
step 00100 (6.3%) | loss: 4.541619 | lrm: 1.00 | dt: 2593ms | tok/sec: 50,553 | mfu: 79.9% | epoch: 1 | remaining: 3371s    
step 00101 (6.4%) | loss: 4.482269 | lrm: 1.00 | dt: 2577ms | tok/sec: 50,863 | mfu: 80.4% | epoch: 1 | remaining: 3368s    
step 00102 (6.4%) | loss: 4.360994 | lrm: 1.00 | dt: 2572ms | tok/sec: 50,954 | mfu: 80.6% | epoch: 1 | remaining: 3366s    
step 00103 (6.5%) | loss: 4.390315 | lrm: 1.00 | dt: 2573ms | tok/sec: 50,937 | mfu: 80.5% | epoch: 1 | remaining: 3363s    
step 00104 (6.6%) | loss: 4.354665 | lrm: 1.00 | dt: 2583ms | tok/sec: 50,740 | mfu: 80.2% | epoch: 1 | remaining: 3360s    
step 00105 (6.7%) | loss: 4.343029 | lrm: 1.00 | dt: 2566ms | tok/sec: 51,083 | mfu: 80.8% | epoch: 1 | remaining: 3358s    
step 00106 (6.7%) | loss: 4.348312 | lrm: 1.00 | dt: 2573ms | tok/sec: 50,945 | mfu: 80.5% | epoch: 1 | remaining: 3355s    
step 00107 (6.8%) | loss: 4.302859 | lrm: 1.00 | dt: 2574ms | tok/sec: 50,928 | mfu: 80.5% | epoch: 1 | remaining: 3353s    
step 00108 (6.9%) | loss: 4.355411 | lrm: 1.00 | dt: 2578ms | tok/sec: 50,833 | mfu: 80.4% | epoch: 1 | remaining: 3350s    
step 00109 (6.9%) | loss: 4.299859 | lrm: 1.00 | dt: 2562ms | tok/sec: 51,163 | mfu: 80.9% | epoch: 1 | remaining: 3348s    
step 00110 (7.0%) | loss: 4.174564 | lrm: 1.00 | dt: 2571ms | tok/sec: 50,976 | mfu: 80.6% | epoch: 1 | remaining: 3345s    
step 00111 (7.1%) | loss: 4.122951 | lrm: 1.00 | dt: 2586ms | tok/sec: 50,675 | mfu: 80.1% | epoch: 1 | remaining: 3342s    
step 00112 (7.2%) | loss: 4.072181 | lrm: 1.00 | dt: 2585ms | tok/sec: 50,711 | mfu: 80.2% | epoch: 1 | remaining: 3340s    
step 00113 (7.2%) | loss: 4.027174 | lrm: 1.00 | dt: 2577ms | tok/sec: 50,862 | mfu: 80.4% | epoch: 1 | remaining: 3337s    
step 00114 (7.3%) | loss: 4.064308 | lrm: 1.00 | dt: 2574ms | tok/sec: 50,915 | mfu: 80.5% | epoch: 1 | remaining: 3335s    
step 00115 (7.4%) | loss: 4.109347 | lrm: 1.00 | dt: 2569ms | tok/sec: 51,014 | mfu: 80.7% | epoch: 1 | remaining: 3332s    
step 00116 (7.4%) | loss: 4.155054 | lrm: 1.00 | dt: 2571ms | tok/sec: 50,977 | mfu: 80.6% | epoch: 1 | remaining: 3329s    
step 00117 (7.5%) | loss: 4.141345 | lrm: 1.00 | dt: 2581ms | tok/sec: 50,786 | mfu: 80.3% | epoch: 1 | remaining: 3327s    
step 00118 (7.6%) | loss: 4.078955 | lrm: 1.00 | dt: 2509ms | tok/sec: 52,246 | mfu: 82.6% | epoch: 1 | remaining: 3324s    
step 00119 (7.7%) | loss: 4.133387 | lrm: 1.00 | dt: 2604ms | tok/sec: 50,329 | mfu: 79.6% | epoch: 1 | remaining: 3322s    
step 00120 (7.7%) | loss: 4.148758 | lrm: 1.00 | dt: 2577ms | tok/sec: 50,865 | mfu: 80.4% | epoch: 1 | remaining: 3319s    
step 00121 (7.8%) | loss: 4.079099 | lrm: 1.00 | dt: 2585ms | tok/sec: 50,696 | mfu: 80.2% | epoch: 1 | remaining: 3317s    
