C:\AI\TrainRTX5070_60min\train.py:90: UserWarning: expandable_segments not supported on this platform (Triggered internally at C:\actions-runner\_work\pytorch\pytorch\pytorch\c10/cuda/CUDAAllocatorConfig.h:39.)
  a = torch.randn(n, n, device=device, dtype=dtype)
W0326 10:36:47.636000 22716 .venv\Lib\site-packages\torch\distributed\elastic\multiprocessing\redirects.py:29] NOTE: Redirects are currently not supported in Windows or MacOs.
torch.compile enabled.
Using PyTorch SDPA attention backend.
GPU: NVIDIA GeForce RTX 5070
GPU VRAM: 11.9 GB
GPU CC: 12.0
GPU profile: blackwell-10-15gb
Consumer matrix support: yes
TF32: enabled
AMP dtype: torch.bfloat16
GPU peak FLOPS: 64.6 TFLOPS (torch.bfloat16, measured)
Vocab size: 50,257
Dataset: climbmix
Attention backend: sdpa
torch.compile: enabled
Trying train candidate: batch_size=4, activation_checkpointing=enabled
Model config: {'sequence_len': 2048, 'vocab_size': 50257, 'n_layer': 16, 'n_head': 6, 'n_kv_head': 6, 'n_embd': 768, 'window_pattern': 'SSSL', 'short_window': 256, 'attention_backend': 'sdpa', 'use_activation_checkpointing': True, 'compute_dtype': torch.bfloat16}
Parameter counts:
  wte                     : 38,597,376
  value_emb               : 38,597,376
  lm_head                 : 38,597,376
  transformer_matrices    : 113,247,360
  scalars                 : 32
  total                   : 229,039,520
Estimated FLOPs per token: 1.014877e+09
Scaling AdamW LRs by 1/sqrt(768/768) = 1.000000
MXFP8 cuBLAS training enabled (skipped layers with dims not divisible by 32)
Time budget: 3600s
Gradient accumulation steps: 16

step 00000 (0.0%) | loss: 10.825375 | lrm: 0.00 | dt: 133431ms | tok/sec: 982 | mfu: 1.5% | epoch: 1 | remaining: 3600s    
step 00001 (0.0%) | loss: 10.825907 | lrm: 0.00 | dt: 2544ms | tok/sec: 51,526 | mfu: 80.9% | epoch: 1 | remaining: 3600s    
step 00002 (0.0%) | loss: 10.825649 | lrm: 0.00 | dt: 2486ms | tok/sec: 52,723 | mfu: 82.8% | epoch: 1 | remaining: 3600s    
step 00003 (0.0%) | loss: 10.825500 | lrm: 0.00 | dt: 2490ms | tok/sec: 52,644 | mfu: 82.7% | epoch: 1 | remaining: 3600s    
step 00004 (0.0%) | loss: 10.825653 | lrm: 0.00 | dt: 2484ms | tok/sec: 52,757 | mfu: 82.9% | epoch: 1 | remaining: 3600s    
step 00005 (0.0%) | loss: 10.825556 | lrm: 0.00 | dt: 2489ms | tok/sec: 52,654 | mfu: 82.7% | epoch: 1 | remaining: 3600s    
step 00006 (0.0%) | loss: 10.825661 | lrm: 0.00 | dt: 2486ms | tok/sec: 52,725 | mfu: 82.8% | epoch: 1 | remaining: 3600s    
step 00007 (0.0%) | loss: 10.825645 | lrm: 0.00 | dt: 2487ms | tok/sec: 52,703 | mfu: 82.8% | epoch: 1 | remaining: 3600s    
step 00008 (0.0%) | loss: 10.825635 | lrm: 0.00 | dt: 2487ms | tok/sec: 52,710 | mfu: 82.8% | epoch: 1 | remaining: 3600s    
step 00009 (0.0%) | loss: 10.825606 | lrm: 0.00 | dt: 2479ms | tok/sec: 52,862 | mfu: 83.0% | epoch: 1 | remaining: 3600s    
step 00010 (0.0%) | loss: 10.825648 | lrm: 0.00 | dt: 2483ms | tok/sec: 52,784 | mfu: 82.9% | epoch: 1 | remaining: 3600s    
step 00011 (0.0%) | loss: 10.825783 | lrm: 0.00 | dt: 2482ms | tok/sec: 52,810 | mfu: 83.0% | epoch: 1 | remaining: 3598s    
step 00012 (0.1%) | loss: 10.825690 | lrm: 0.01 | dt: 2480ms | tok/sec: 52,847 | mfu: 83.0% | epoch: 1 | remaining: 3595s    
step 00013 (0.1%) | loss: 10.818749 | lrm: 0.03 | dt: 2491ms | tok/sec: 52,612 | mfu: 82.6% | epoch: 1 | remaining: 3593s    
step 00014 (0.2%) | loss: 10.807784 | lrm: 0.04 | dt: 2493ms | tok/sec: 52,578 | mfu: 82.6% | epoch: 1 | remaining: 3590s    
step 00015 (0.3%) | loss: 10.791155 | lrm: 0.06 | dt: 2492ms | tok/sec: 52,587 | mfu: 82.6% | epoch: 1 | remaining: 3588s    
step 00016 (0.3%) | loss: 10.758229 | lrm: 0.07 | dt: 2489ms | tok/sec: 52,656 | mfu: 82.7% | epoch: 1 | remaining: 3585s    
step 00017 (0.4%) | loss: 10.703386 | lrm: 0.08 | dt: 2490ms | tok/sec: 52,635 | mfu: 82.7% | epoch: 1 | remaining: 3583s    
step 00018 (0.5%) | loss: 10.629022 | lrm: 0.10 | dt: 2488ms | tok/sec: 52,679 | mfu: 82.7% | epoch: 1 | remaining: 3580s    
step 00019 (0.6%) | loss: 10.531429 | lrm: 0.11 | dt: 2488ms | tok/sec: 52,672 | mfu: 82.7% | epoch: 1 | remaining: 3578s    
step 00020 (0.6%) | loss: 10.402809 | lrm: 0.12 | dt: 2486ms | tok/sec: 52,717 | mfu: 82.8% | epoch: 1 | remaining: 3575s    
step 00021 (0.7%) | loss: 10.255927 | lrm: 0.14 | dt: 2491ms | tok/sec: 52,614 | mfu: 82.6% | epoch: 1 | remaining: 3573s    
step 00022 (0.8%) | loss: 10.093844 | lrm: 0.15 | dt: 2486ms | tok/sec: 52,718 | mfu: 82.8% | epoch: 1 | remaining: 3570s    
step 00023 (0.8%) | loss: 9.920495 | lrm: 0.17 | dt: 2488ms | tok/sec: 52,688 | mfu: 82.8% | epoch: 1 | remaining: 3568s    
step 00024 (0.9%) | loss: 9.744669 | lrm: 0.18 | dt: 2492ms | tok/sec: 52,604 | mfu: 82.6% | epoch: 1 | remaining: 3565s    
step 00025 (1.0%) | loss: 9.553961 | lrm: 0.19 | dt: 2493ms | tok/sec: 52,584 | mfu: 82.6% | epoch: 1 | remaining: 3563s    
step 00026 (1.0%) | loss: 9.368728 | lrm: 0.21 | dt: 2494ms | tok/sec: 52,551 | mfu: 82.5% | epoch: 1 | remaining: 3560s    
step 00027 (1.1%) | loss: 9.161517 | lrm: 0.22 | dt: 2493ms | tok/sec: 52,577 | mfu: 82.6% | epoch: 1 | remaining: 3558s    
step 00028 (1.2%) | loss: 9.007374 | lrm: 0.24 | dt: 2487ms | tok/sec: 52,706 | mfu: 82.8% | epoch: 1 | remaining: 3555s    
step 00029 (1.2%) | loss: 8.821864 | lrm: 0.25 | dt: 2493ms | tok/sec: 52,574 | mfu: 82.6% | epoch: 1 | remaining: 3553s    
step 00030 (1.3%) | loss: 8.683659 | lrm: 0.26 | dt: 2494ms | tok/sec: 52,555 | mfu: 82.6% | epoch: 1 | remaining: 3550s    
step 00031 (1.4%) | loss: 8.505875 | lrm: 0.28 | dt: 2487ms | tok/sec: 52,712 | mfu: 82.8% | epoch: 1 | remaining: 3548s    
step 00073 (4.3%) | loss: 5.245898 | lrm: 0.86 | dt: 2491ms | tok/sec: 52,618 | mfu: 82.7% | epoch: 1 | remaining: 3443s    
step 00074 (4.4%) | loss: 5.198954 | lrm: 0.87 | dt: 2494ms | tok/sec: 52,561 | mfu: 82.6% | epoch: 1 | remaining: 3440s    
step 00075 (4.4%) | loss: 5.164785 | lrm: 0.89 | dt: 2487ms | tok/sec: 52,692 | mfu: 82.8% | epoch: 1 | remaining: 3438s    
step 00076 (4.5%) | loss: 5.082241 | lrm: 0.90 | dt: 2495ms | tok/sec: 52,540 | mfu: 82.5% | epoch: 1 | remaining: 3435s    
step 00077 (4.6%) | loss: 5.078709 | lrm: 0.91 | dt: 2497ms | tok/sec: 52,488 | mfu: 82.4% | epoch: 1 | remaining: 3433s    
step 00078 (4.6%) | loss: 5.034909 | lrm: 0.93 | dt: 2494ms | tok/sec: 52,554 | mfu: 82.6% | epoch: 1 | remaining: 3431s    
step 00079 (4.7%) | loss: 5.068551 | lrm: 0.94 | dt: 2489ms | tok/sec: 52,663 | mfu: 82.7% | epoch: 1 | remaining: 3428s    
step 00080 (4.8%) | loss: 5.000343 | lrm: 0.96 | dt: 2489ms | tok/sec: 52,654 | mfu: 82.7% | epoch: 1 | remaining: 3426s    
step 00081 (4.8%) | loss: 5.024028 | lrm: 0.97 | dt: 2489ms | tok/sec: 52,659 | mfu: 82.7% | epoch: 1 | remaining: 3423s    
step 00082 (4.9%) | loss: 5.014419 | lrm: 0.98 | dt: 2490ms | tok/sec: 52,644 | mfu: 82.7% | epoch: 1 | remaining: 3421s    
step 00083 (5.0%) | loss: 5.036253 | lrm: 1.00 | dt: 2489ms | tok/sec: 52,664 | mfu: 82.7% | epoch: 1 | remaining: 3418s    
step 00084 (5.1%) | loss: 4.951839 | lrm: 1.00 | dt: 2493ms | tok/sec: 52,571 | mfu: 82.6% | epoch: 1 | remaining: 3416s    
step 00085 (5.1%) | loss: 4.900617 | lrm: 1.00 | dt: 2493ms | tok/sec: 52,579 | mfu: 82.6% | epoch: 1 | remaining: 3413s    
step 00086 (5.2%) | loss: 4.970715 | lrm: 1.00 | dt: 2490ms | tok/sec: 52,646 | mfu: 82.7% | epoch: 1 | remaining: 3411s    
step 00087 (5.3%) | loss: 4.862828 | lrm: 1.00 | dt: 2487ms | tok/sec: 52,695 | mfu: 82.8% | epoch: 1 | remaining: 3408s    
step 00088 (5.3%) | loss: 4.758048 | lrm: 1.00 | dt: 2486ms | tok/sec: 52,714 | mfu: 82.8% | epoch: 1 | remaining: 3406s    
step 00089 (5.4%) | loss: 4.837524 | lrm: 1.00 | dt: 2487ms | tok/sec: 52,704 | mfu: 82.8% | epoch: 1 | remaining: 3403s    
step 00090 (5.5%) | loss: 4.801769 | lrm: 1.00 | dt: 2489ms | tok/sec: 52,664 | mfu: 82.7% | epoch: 1 | remaining: 3401s    
step 00091 (5.5%) | loss: 4.775169 | lrm: 1.00 | dt: 2489ms | tok/sec: 52,667 | mfu: 82.7% | epoch: 1 | remaining: 3398s    
step 00092 (5.6%) | loss: 4.670712 | lrm: 1.00 | dt: 2489ms | tok/sec: 52,654 | mfu: 82.7% | epoch: 1 | remaining: 3396s    
step 00093 (5.7%) | loss: 4.702097 | lrm: 1.00 | dt: 2487ms | tok/sec: 52,706 | mfu: 82.8% | epoch: 1 | remaining: 3393s    
step 00094 (5.7%) | loss: 4.717763 | lrm: 1.00 | dt: 2488ms | tok/sec: 52,683 | mfu: 82.8% | epoch: 1 | remaining: 3391s    
step 00095 (5.8%) | loss: 4.663662 | lrm: 1.00 | dt: 2488ms | tok/sec: 52,684 | mfu: 82.8% | epoch: 1 | remaining: 3388s    
step 00096 (5.9%) | loss: 4.692827 | lrm: 1.00 | dt: 2489ms | tok/sec: 52,666 | mfu: 82.7% | epoch: 1 | remaining: 3386s    
step 00097 (6.0%) | loss: 4.566752 | lrm: 1.00 | dt: 2488ms | tok/sec: 52,684 | mfu: 82.8% | epoch: 1 | remaining: 3383s    
step 00098 (6.0%) | loss: 4.535792 | lrm: 1.00 | dt: 2490ms | tok/sec: 52,645 | mfu: 82.7% | epoch: 1 | remaining: 3381s    
step 00099 (6.1%) | loss: 4.483391 | lrm: 1.00 | dt: 2488ms | tok/sec: 52,685 | mfu: 82.8% | epoch: 1 | remaining: 3378s    
step 00100 (6.2%) | loss: 4.496147 | lrm: 1.00 | dt: 2489ms | tok/sec: 52,666 | mfu: 82.7% | epoch: 1 | remaining: 3376s    
step 00101 (6.2%) | loss: 4.439117 | lrm: 1.00 | dt: 2488ms | tok/sec: 52,673 | mfu: 82.7% | epoch: 1 | remaining: 3373s    
step 00102 (6.3%) | loss: 4.317601 | lrm: 1.00 | dt: 2490ms | tok/sec: 52,649 | mfu: 82.7% | epoch: 1 | remaining: 3371s    
step 00103 (6.4%) | loss: 4.348222 | lrm: 1.00 | dt: 2488ms | tok/sec: 52,691 | mfu: 82.8% | epoch: 1 | remaining: 3368s    
step 00104 (6.4%) | loss: 4.314219 | lrm: 1.00 | dt: 2490ms | tok/sec: 52,638 | mfu: 82.7% | epoch: 1 | remaining: 3366s    
step 00105 (6.5%) | loss: 4.305385 | lrm: 1.00 | dt: 2487ms | tok/sec: 52,698 | mfu: 82.8% | epoch: 1 | remaining: 3363s    
step 00106 (6.6%) | loss: 4.311072 | lrm: 1.00 | dt: 2488ms | tok/sec: 52,677 | mfu: 82.7% | epoch: 1 | remaining: 3361s    
step 00107 (6.6%) | loss: 4.267483 | lrm: 1.00 | dt: 2491ms | tok/sec: 52,612 | mfu: 82.6% | epoch: 1 | remaining: 3358s    
step 00108 (6.7%) | loss: 4.321431 | lrm: 1.00 | dt: 2485ms | tok/sec: 52,738 | mfu: 82.8% | epoch: 1 | remaining: 3356s    
step 00109 (6.8%) | loss: 4.266865 | lrm: 1.00 | dt: 2489ms | tok/sec: 52,650 | mfu: 82.7% | epoch: 1 | remaining: 3353s    
step 00110 (6.9%) | loss: 4.142551 | lrm: 1.00 | dt: 2489ms | tok/sec: 52,660 | mfu: 82.7% | epoch: 1 | remaining: 3351s    
step 00111 (6.9%) | loss: 4.091305 | lrm: 1.00 | dt: 2488ms | tok/sec: 52,682 | mfu: 82.8% | epoch: 1 | remaining: 3348s    
step 00112 (7.0%) | loss: 4.041464 | lrm: 1.00 | dt: 2490ms | tok/sec: 52,648 | mfu: 82.7% | epoch: 1 | remaining: 3346s    
step 00113 (7.1%) | loss: 3.997832 | lrm: 1.00 | dt: 2489ms | tok/sec: 52,667 | mfu: 82.7% | epoch: 1 | remaining: 3343s    
step 00114 (7.1%) | loss: 4.034343 | lrm: 1.00 | dt: 2488ms | tok/sec: 52,671 | mfu: 82.7% | epoch: 1 | remaining: 3341s    
step 00115 (7.2%) | loss: 4.078325 | lrm: 1.00 | dt: 2487ms | tok/sec: 52,699 | mfu: 82.8% | epoch: 1 | remaining: 3338s    
step 00116 (7.3%) | loss: 4.122340 | lrm: 1.00 | dt: 2487ms | tok/sec: 52,694 | mfu: 82.8% | epoch: 1 | remaining: 3336s    
step 00117 (7.3%) | loss: 4.109511 | lrm: 1.00 | dt: 2488ms | tok/sec: 52,687 | mfu: 82.8% | epoch: 1 | remaining: 3333s    
step 00118 (7.4%) | loss: 4.046987 | lrm: 1.00 | dt: 2486ms | tok/sec: 52,730 | mfu: 82.8% | epoch: 1 | remaining: 3331s    
step 00119 (7.5%) | loss: 4.102260 | lrm: 1.00 | dt: 2489ms | tok/sec: 52,659 | mfu: 82.7% | epoch: 1 | remaining: 3328s    
step 00120 (7.5%) | loss: 4.117611 | lrm: 1.00 | dt: 2486ms | tok/sec: 52,727 | mfu: 82.8% | epoch: 1 | remaining: 3326s    
step 00121 (7.6%) | loss: 4.048111 | lrm: 1.00 | dt: 2491ms | tok/sec: 52,612 | mfu: 82.6% | epoch: 1 | remaining: 3323s    
